Nombre;Especie;Raza;Sexo;Edad_Años;Peso;Tamaño;Color_Pelaje;Apto_Con;Condicion_Especial;Desparasitado;Esterilizado;Con_Microchip;Vacunado;Adoptado;Caracter_Necesidad;Historia_Breve;Biografia_Final
FLECHA;Perro;Galgo Español/Greyhound;Hembra;5;25;Grande;Atigrado/Gris, Pelo Corto;Doble Correa (Obligatorio en Paseos),No Apto para Soltar,Boza para Exteriores (Recomendado),No Apto con Gatos o Animales Pequeños (Instinto de Presa Alto),Hogar Tranquilo en Interior;Instinto de Persecución Agudo (High Prey Drive);Si;Si;Si;Si;No;Alta Velocidad,Instinto de Presa (Alto),Calma (Interior),Sofa-Potato (Descanso),Gentil,Tímida (Inicialmente),Necesita Seguridad (Correa),Afectuosa;Flecha es una Galga típica: tranquila en casa, pero con un instinto de persecución explosivo que la hace peligrosa para pequeños animales y requiere manejo seguro en la calle.;Flecha es una Galgo de 5 años, con la dualidad de ser una *reina del sofá* en casa y una velocista en exteriores. Su Condición Especial (Instinto de Persecución Agudo) hace obligatorio el uso de doble correa y arnés de seguridad en todos los paseos, y no puede ser soltada bajo ninguna circunstancia. Este instinto también la hace no apta para convivir con gatos o pequeños animales. A cambio del compromiso con su seguridad, Flecha ofrece una presencia excepcionalmente gentil, afectuosa y tranquila en el hogar. Es la compañera ideal para quien disfruta de paseos controlados y tardes de relax.
ÚRSULA;Gato;Europeo/Persa;Hembra;2;4.5;Mediano;Atigrado/Gris, Pelo Largo;Grooming Diario (Obligatorio - Prevenir Nudos),Hogar Sin Otros Gatos (Obligatorio),Hogar Tranquilo,Cepillado Consistente (Necesidad Física),Solo Interior;Intolerancia Aguda a Otros Gatos y Necesidad de Cepillado Diario;Si;Si;Si;Si;No;Pelo Largo (Físico),Necesita Cepillado (Diario),Solitaria (Gatos),Cariñosa (Humanos),Juguetona,Necesita Atención,Necesita Mantenimiento,Dominante (Con Gatos);Úrsula es una gata de pelo largo que se lleva muy bien con las personas, pero reacciona mal ante la presencia de otros gatos. Necesita ser la única mascota y requiere cepillado constante.;Úrsula es una gata de 2 años, de belleza espectacular gracias a su denso pelo largo. Su Condición Especial (Intolerancia Aguda a Otros Gatos y Necesidad de Cepillado Diario) la convierte en candidata obligatoria para ser la única mascota felina en el hogar. Es extremadamente cariñosa y juguetona con las personas, pero territorial con otros gatos. Además, requiere cepillado diario para evitar la formación de nudos. Úrsula ofrece una gran compañía para quien busque una gata glamurosa y dedicada, siempre y cuando su dueño se comprometa con su mantenimiento físico y social.
WINSTON;Perro;Beagle/Corgi;Macho;7;14;Mediano;Tricolor/Marrón/Negro/Blanco, Pelo Corto;Medicamento Oral Diario (Obligatorio - Síndrome de Cushing),Revisiones Veterinarias Trimestrales,Dieta Estricta (Bajo en Grasa/Control de Peso),Dueño Consistente y Atento;Síndrome de Cushing (Hiperadrenocorticismo);Si;Si;Si;Si;No;Senior,Cariñoso,Necesita Medicación,Glotón (Beagle),Obediente,Bajo Perfil,Necesita Rutina Estricta,Tranquilo;Winston es un Beagle adorable que sufre del Síndrome de Cushing, una condición que requiere medicación diaria estricta y control constante.;Winston es un Beagle de 7 años, de tamaño mediano y corazón dulce, que adora estar cerca de su gente. Su Condición Especial (Síndrome de Cushing) es una enfermedad hormonal crónica que requiere obligatoriamente medicación oral diaria y revisiones veterinarias trimestrales de por vida. Aunque es glotón (típico de su raza), su condición exige una dieta estrictamente controlada para evitar complicaciones. Es tranquilo, cariñoso y muy obediente. Winston es el compañero ideal para un dueño jubilado o alguien con tiempo y capacidad para llevar a cabo un régimen médico constante.
TRIANA;Gato;Europeo;Hembra;0;2.5;Pequeño/Mediano;Naranja, Pelo Corto;Solo Interior (Obligatorio),Redes de Seguridad en Ventanas/Balcones,Evitar Escaleras Altas/Pisos Resbaladizos,Mucha Paciencia Inicial,Hogar con Niños Mayores (Si son muy tranquilos);Amputación de una Extremidad Posterior (Gato Trípode);Si;No;Si;Si;No;Trípode (Físico),Joven (6 Meses),Juguetona,Curiosa,Activa,Adaptable,Necesita Seguridad (Físico),Cariñosa;Triana es una gatita de 6 meses que perdió una pata trasera en un accidente, pero se ha adaptado perfectamente a la vida con tres patas.;Triana es una gatita de 6 meses, pura energía y alegría. Su Condición Especial (Amputación de una Extremidad Posterior) la convierte en una gata trípode, pero su movilidad es sorprendentemente buena. Simplemente requiere un poco más de cuidado en el salto y un entorno obligatoriamente interior para protegerla. Es juguetona, curiosa y extremadamente cariñosa, viviendo su vida con la misma intensidad que cualquier otro gatito. Su adopción es un compromiso de por vida con su cuidado físico y, dada su edad, incluye el compromiso de esterilización. Triana busca un hogar seguro que vea su discapacidad como una característica, no como un impedimento.
CHORIZO;Perro;Pastor Alemán/Rottweiler;Macho;8;40;Grande;Negro/Fuego, Pelo Corto/Medio;Dueño Único/Solitario (Obligatorio),Sin Niños/Gatos/Otras Mascotas,Cero Visitas/Extraños en el Hogar,Manejo por Profesional con Experiencia,Uso de Bozal Obligatorio en Exteriores;Agresividad Territorial y Reactividad a Extraños (Grado Alto);Si;Si;Si;Si;No;Protector (Extremo),Reactivo (Extraños),Aislado (Necesidad),Leal (Dueño Único),Fuerte,Necesita Liderazgo,Desconfiado (General),Manejo Avanzado;Chorizo es un perro con un instinto protector exacerbado que lo hace agresivo con cualquier extraño que se acerque a su entorno. Solo se ha vinculado a una persona.;Chorizo es un perro de 8 años, grande y poderoso, con un historial de Agresividad Territorial y Reactividad a Extraños de Grado Alto. Su adopción es obligatoria en un hogar sin visitas, sin niños y sin otras mascotas. Requiere un dueño único, experimentado y tranquilo capaz de imponer un liderazgo firme y consistente. Es extremadamente leal y afectuoso con su persona de confianza, pero su manejo en exteriores debe incluir el uso de bozal obligatorio y paseos en zonas de bajo tránsito. Kaiser no busca una familia, busca un socio solitario que respete y gestione sus necesidades extremas de seguridad y control.
ALFA, BETA;Gato;Europeo;Macho,Hembra;0;1.8;Pequeño;Alfa: Gris/Blanco, Beta: Negro, Pelo Corto;Adopción Conjunta Obligatoria,Juguetes Interactivos,Mucha Estimulación,Hogar Activo,Compromiso de Esterilización (Requerido por edad);Vínculo de Adopción Conjunta (Hermanos de Crianza);Si;No;Si;Si;No;Hermanos,Vínculo Esencial,Activos,Cachorros,Juguetones,Curiosos,Necesitan Compañía,Adaptables (Familia),Biberón (Historia);Alfa y Beta son cachorros de 4 meses, criados a biberón juntos desde que eran recién nacidos. Han formado un vínculo irrompible y se necesitan mutuamente para sentirse seguros y jugar.;Alfa y Beta son un par de gatitos de 4 meses, llenos de travesuras y energía. Su Condición Especial (Vínculo de Adopción Conjunta) se debe a que fueron criados a biberón juntos y se necesitan el uno al otro para su desarrollo social y emocional, por lo que su adopción es obligatoria y conjunta. Alfa es el más extrovertido y Beta la más tímida, pero inician juegos interminables cuando están juntos. Ambos son extremadamente juguetones, cariñosos y adaptables. Su adopción requiere el compromiso de esterilización en unos meses. Son el dúo de alegría perfecto para un hogar que quiera ver la amistad felina en acción.
CASIO;Perro;Yorkshire Terrier/Chihuahua;Macho;12;4.5;Pequeño;Gris, Pelo Largo (Requiere Corte);Ambiente Interior Estático (No Mover Muebles),Piso/Casa de una Sola Planta (Ideal),Manejo Táctil y Vocal,Mucha Paciencia (Ritmo Lento),Dieta Geriátrica;Ceguera Senil (Cataratas Avanzadas);Si;Si;Si;Si;No;Senior,Ciego (Físico),Tranquilo,Necesita Rutina,Lento (Movilidad),Dócil,Cariñoso,Dependiente (Rutas Conocidas);Casio es un Senior que ha perdido gran parte de su visión debido a las cataratas. Es totalmente dependiente de su memoria espacial y de la voz de su dueño.;Casio es un pequeño Senior de 12 años, tranquilo y dedicado, que disfruta de la paz y de un buen regazo. Su Condición Especial (Ceguera Senil) requiere un hogar obligatoriamente tranquilo y estático, idealmente de una sola planta, ya que depende de su memoria para moverse. Los muebles no deben moverse y necesita ser guiado por la voz y el tacto. A pesar de su ritmo lento y su discapacidad visual, es un perro extremadamente cariñoso y dócil que ofrece una lealtad profunda. Casio busca un compañero Senior o una familia con mucha paciencia que pueda garantizar su seguridad y constancia.
BULMA;Gato;Europeo;Hembra;3;3.8;Mediano;Atigrado, Marrón, Pelo Corto;Hogar Extremadamente Tranquilo y Predecible (Obligatorio),Dueños Solitarios o Pareja,Cero Niños/Visitas/Ruidos Fuertes,Solo Interior,Mucha Paciencia (Meses de Adaptación);Síndrome de Miedo y Ansiedad Extrema (Feral/Asustadiza);Si;Si;Si;Si;No;Miedosa (Extremo),Asustadiza,Escondediza,Necesita Rutina,Tranquila,Feral (Historia),No Le Gusta el Manejo (Táctil),Necesita Refugio (Esconderse);Bulma fue rescatada de una colonia y su miedo a los humanos es profundo. Es una gata que prefiere observar de lejos y necesita un hogar que no la fuerce a interactuar.;Bulma es una gata de 3 años, tranquila y con una belleza salvaje. Su Condición Especial (Síndrome de Miedo y Ansiedad Extrema) requiere un compromiso obligatorio con un hogar extremadamente tranquilo, sin niños, ruidos fuertes o visitas frecuentes. Bulma es profundamente asustadiza y pasa la mayor parte del tiempo escondida. No es una gata de regazo, sino una compañera que prefiere observar desde la distancia. Necesita un dueño muy paciente (la adaptación puede llevar meses) que respete su espacio y su naturaleza solitaria, ofreciéndole seguridad sin forzar la interacción. Ideal para quien simplemente quiera darle un refugio seguro.
MORTADELO;Perro;Labrador Retriever/Golden Retriever;Macho;4;32;Grande;Dorado, Pelo Corto;Suplementos Articulares Diarios (Obligatorio),Ejercicio Moderado (No Extremo),Suelo con Alfombras (Evitar Deslizamientos),Dueños que Entiendan el Origen de Reproductor;Displasia de Cadera (Grado Leve);Si;Si;Si;Si;No;Ex-Reproductor (Historia),Cariñoso,Sociable,Tranquilo,Necesita Suplementos,Fiel,Motivado (Comida),Adaptable (Familia);Mortadelo fue un perro reproductor. Es muy sociable y de buen temperamento, pero su vida anterior le ha dejado una displasia de cadera que requiere cuidado articular.;Mortadelo es un Labrador/Golden de 4 años, grande y cariñoso, con una historia como ex-reproductor que no ha mermado su espíritu dulce y sociable. Su Condición Especial (Displasia de Cadera) requiere obligatoriamente suplementos articulares diarios y ejercicio moderado, evitando el impacto excesivo para mantener su calidad de vida. Es excelente con personas y otros perros. Mortadelo busca una familia que entienda su pasado y que esté dispuesta a brindarle el cuidado físico preventivo que necesita, a cambio de una lealtad incondicional y una compañía tranquila.
REN;Gato;Sphynx;Hembra;8;4;Mediano;Sin Pelo;Baños Semanales (Obligatorio),Control de Temperatura (Mantas/Ropa),Solo Interior (Obligatorio),Crema Hidratante para Piel (Necesidad Médica),Mucha Atención/Regazo;Necesidades de Piel y Termorregulación (Raza Sphynx);Si;Si;Si;Si;No;Afectuosa (Extremo),Demandante de Atención,Necesita Calor,Necesita Baño (Físico),Curiosa,De Regazo,Activa,Dependiente (Temperatura);Ren es una gata Sphynx. Su falta de pelo la hace adorable pero dependiente del humano para el control de temperatura y el cuidado de la piel.;Ren es una Sphynx de 8 años, cariñosa hasta el extremo y extremadamente demandante de atención y regazo. Su Condición Especial (Necesidades de Piel y Termorregulación) requiere un compromiso obligatorio de baños semanales y un control estricto de la temperatura ambiente, a menudo necesitando ropa o mantas térmicas. Debe vivir solo en interiores. Es una gata que necesita mucha interacción, ideal para un dueño que trabaje desde casa y que no le importe la rutina de cuidado de su piel única. Cleo te dará amor incondicional a cambio de calor y mucho compromiso.
HAO;Perro;Carea Leonés/Pastor Vasco;Macho;3;20;Mediano;Marrón,Blanco, Pelo Medio;Dieta Hipoalergénica de Pescado (Obligatoria),Prohibido Pollo/Carne de Res/Trigo (Alergias Severas),Dueño Consistente con la Dieta,Ejercicio Diario;Alergia Alimentaria Múltiple (Dieta de Eliminación Obligatoria);Si;Si;Si;Si;No;Enérgico,Alerta,Cariñoso,Alegre,Necesita Dieta Estricta,Juguetón,Sociable (Perros),Motivado (Juego);Hao es un perro de pastor que desarrolló alergias alimentarias múltiples. Es feliz y activo, pero su dieta debe ser seguida al pie de la letra para evitar brotes.;Hao es un perro de pastor de 3 años, con una energía y alegría contagiosas. Su Condición Especial (Alergia Alimentaria Múltiple) exige obligatoriamente una dieta estrictamente hipoalergénica (solo pescado/alimentos especiales). Está prohibido darle snacks o comida que contenga pollo, carne de res o trigo. Es un perro atlético que necesita ejercicio y juego. Hao es cariñoso y se lleva bien con otros perros, pero su dueño debe ser extremadamente consistente en la gestión de su alimentación para garantizar su salud y bienestar.
CAYETANA;Gato;Europeo;Hembra;9;5.1;Mediano/Grande;Atigrado/Gris/Blanco/Calico/Moteado, Pelo Corto;Redes de Seguridad en Ventanas/Balcones (Obligatorio),Sistema de Doble Puerta/Vestíbulo (Obligatorio),Solo Interior (Historial de Escape/Pérdida),Hogar Tranquilo,Sin Acceso Directo al Exterior;Conducta de Escape y Ansiedad por Salir (Alto Riesgo de Pérdida);Si;Si;Si;Si;No;Senior,Ansiosa (Exteriores),Escapista (Historia),Cariñosa,De Regazo,Necesita Seguridad (Física),Tranquila (Interior),Observadora;Cayetana es una gata Senior que ha sido encontrada tras escaparse varias veces. Necesita un hogar que pueda garantizar la seguridad anti-escape a prueba de fallos.;Cayetana es una gata Senior de 9 años, sociable y muy cariñosa. Su Condición Especial (Conducta de Escape y Ansiedad por Salir) requiere un hogar obligatoriamente equipado con redes de seguridad en ventanas/balcones y preferiblemente un sistema de doble puerta o vestíbulo de entrada. Ha demostrado ser extremadamente hábil para escaparse y su vida peligra en el exterior. A cambio de estas medidas de seguridad extremas, Cayetana es una gata de regazo, muy tranquila y una excelente compañera interior. Busca un dueño comprometido a hacer de su hogar una fortaleza segura.
ROCCO;Perro;Mastín Napolitano/Dogo de Burdeos;Macho;2;55;Gigante;Leonado, Pelo Corto;Adiestramiento en Correa (Obligatorio - Control de Fuerza),Arnés Anti-Tirón (Necesario),Dueño Físicamente Fuerte/Experimentado,Sin Muebles de Valor (Torpeza por Tamaño),Socialización Consistente;Necesidad de Control de Fuerza y Adiestramiento en Correa (Reactividad por Excitación);Si;Si;Si;Si;No;Gigante (Físico),Torpe,Excitado (Fuerza),Amable,Juguetón,Necesita Adiestramiento,Fuerza Extrema,Baboso (Físico),Leal;Rocco es un perro gigante, fuerte y amable, pero su gran tamaño y la excitación hacen que tirar de la correa sea peligroso para cualquier dueño.;Rocco es un cachorro gigante de 2 años. Es amable y juguetón, pero su Condición Especial (Necesidad de Control de Fuerza y Adiestramiento en Correa) es crucial: su peso (55 kg) y excitación lo convierten en un peligro potencial si no se maneja correctamente. Requiere un dueño experimentado y físicamente fuerte que se comprometa con el adiestramiento avanzado en obediencia y el control de la correa (arnés anti-tirón obligatorio). Es un compañero leal y afectuoso, ideal para una casa grande con espacio y alguien que pueda manejar su tamaño sin temor.
MARTÍN;Gato;Bosque de Noruega/Europeo;Macho;10;6.5;Grande;Atigrado,Gris, Pelo Semilargo;Inyecciones de Insulina 2 Veces al Día (Obligatorio),Dieta Baja en Carbohidratos (Húmeda),Monitoreo de Glucosa (Regular),Rutina Estricta de Horarios,Revisiones Veterinarias Frecuentes;Diabetes Mellitus (Insulino-Dependiente);Si;Si;Si;Si;No;Senior,Diabético (Médico),Necesita Inyecciones,Tranquilo,De Regazo,Glotón (Historia),Dependiente (Rutina),Cariñoso;Martín es un gato Senior que desarrolló diabetes, probablemente debido al sobrepeso. Requiere dos inyecciones de insulina diarias y una dieta estricta.;Martín es un gato grande y semilargo de 10 años, con una disposición tranquila y muy hogareña. Su Condición Especial (Diabetes Mellitus) significa que su vida depende obligatoriamente de dos inyecciones de insulina diarias y una dieta estricta, baja en carbohidratos. Es fundamental que su dueño sea capaz de administrar estas inyecciones y de mantener una rutina de horarios precisa. A cambio de este cuidado intensivo, Martín ofrece una presencia cariñosa y constante. Es el compañero perfecto para alguien con experiencia médica o la voluntad de aprender un régimen de cuidados avanzado.
